Chr	Start	End	GeneID	Anolis	Python	Thamnophis	lfcMean_LiverTreat	lfcSE_LiverTreat	pAdj_LiverTreat	lfcMean_LiverInter	lfcSE_LiverInter	pAdj_LiverInter	lfcMean_KidneyTreat	lfcSE_KidneyTreat	pAdj_KidneyTreat	lfcMean_KidneyInter	lfcSE_KidneyInter	pAdj_KidneyInter	lfcMean_SkinTreat	lfcSE_SkinTreat	pAdj_SkinTreat
scaffold-un450	2	4048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.213307484	0.846038999	0.002996415	NA	NA	NA	NA	NA	NA
scaffold-un10	688356	691944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.457723084	1.433600797	0.010814762	NA	NA	NA	NA	NA	NA
scaffold-un10	2169311	2182365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.144679727	0.549269702	0.029038408	NA	NA	NA	NA	NA	NA
scaffold-un32	148080	158318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.928232279	0.52238308	5.61E-07	NA	NA	NA	NA	NA	NA
scaffold-un154	10037	10831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.767274273	0.90178067	0.001033795	NA	NA	NA	NA	NA	NA
scaffold-un315	2072	7003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.357497823	0.532610713	0.006887229	NA	NA	NA	NA	NA	NA
scaffold-un81	51233	52378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.938808496	0.440528118	0.049751041	NA	NA	NA	NA	NA	NA
scaffold-un597	609	3272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.574078982	1.065955767	0.036412182	NA	NA	NA	NA	NA	NA
scaffold-un873	36	737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.438996143	0.757937678	0.022141973	NA	NA	NA	NA	NA	NA
scaffold-un148	26936	28081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.285142901	0.731117013	0.035991375	NA	NA	NA	NA	NA	NA
scaffold-un24	11121	14493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.853937987	1.275771927	0.02680909	NA	NA	NA	NA	NA	NA
scaffold-un339	549	1427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.600761662	0.66833385	0.006524475	NA	NA	NA	NA	NA	NA
scaffold-un1206	103	1732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.025570937	0.653372046	0.000851911	NA	NA	NA	NA	NA	NA
scaffold-un807	796	4964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.153896667	0.642944192	0.043648667	NA	NA	NA	NA	NA	NA
scaffold-un141	27802	32364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.200478233	0.73479888	0.04991392	NA	NA	NA	NA	NA	NA
scaffold-un11	914306	930813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.792247544	1.000298961	0.018492128	NA	NA	NA	NA	NA	NA
scaffold-un11	1816470	1843838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.060778997	1.282662137	0.018434171	NA	NA	NA	NA	NA	NA
scaffold-un1143	1080	2224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.051806543	0.526853013	0.042258923	NA	NA	NA	NA	NA	NA
scaffold-mi5	2039138	2039650	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.776192651	2.076815923	0.034462546	NA	NA	NA
scaffold-mi5	7411214	7414613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.097338364	1.141768279	0.000207454	NA	NA	NA
scaffold-mi2	11907351	11917217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.273199343	2.389456363	0.049126279	NA	NA	NA
scaffold-mi7	3560512	3563759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.911408308	2.239961687	0.032532985	NA	NA	NA
scaffold-mi7	5869019	5870104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.888133542	1.897851328	0.011281218	NA	NA	NA
scaffold-Z	47779613	47795917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.196998284	2.771170737	0.021508385	NA	NA	NA
scaffold-Z	98088072	98101777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.848505403	1.397362235	0.001913392	NA	NA	NA
scaffold-Z	111656603	111657469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.956407638	0.98598624	0.001703362	NA	NA	NA
scaffold-ma4	63334816	63418917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.817903628	1.235698298	0.039612475	NA	NA	NA
scaffold-ma4	72656711	72664756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.390856746	1.848184607	0.043662725	NA	NA	NA
scaffold-ma4	95432808	95441330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.858790679	1.278014908	6.76E-05	NA	NA	NA
scaffold-ma7	739270	746715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.665988535	2.121871297	0.005774153	5.977196279	1.830658993	0.004438643
scaffold-ma7	3059245	3091953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.280637276	1.428635203	0.012936455	NA	NA	NA
scaffold-ma7	9985114	9994228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.540071174	2.184835998	0.018588408	NA	NA	NA
scaffold-ma7	22327290	22360714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.958162164	0.53043241	0.003841993	NA	NA	NA
scaffold-ma3	7857657	7863776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.917238453	2.225242801	0.004734899	NA	NA	NA
scaffold-ma3	113341848	113384091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.885989089	2.752921161	0.027377839	NA	NA	NA
scaffold-ma3	125625014	125661769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.622531643	2.757445242	0.015743488	NA	NA	NA
scaffold-ma3	137060851	137070384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.102792732	0.843756441	0.000142756	NA	NA	NA
scaffold-ma3	136976764	136982610	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.789113782	1.690941139	0.028089265	NA	NA	NA
scaffold-ma1	92609113	92662681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.182865172	1.331641019	0.033586323	NA	NA	NA
scaffold-ma1	155765989	155855393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.863286098	2.132590824	0.001717546	NA	NA	NA
scaffold-ma1	270731861	270735669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.262462097	1.244133853	0.003094413	NA	NA	NA
scaffold-ma1	280406888	280422557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.49952009	1.371283098	5.58E-10	NA	NA	NA
scaffold-ma1	280406888	280422557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.123202404	0.963326393	1.57E-05	NA	NA	NA
scaffold-ma1	282234411	282243032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.425629422	1.515877957	0.004585384	NA	NA	NA
scaffold-ma5	12556758	12567319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.264969689	1.648001876	0.006135109	NA	NA	NA
scaffold-ma5	23691110	23697581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.263603978	1.406979681	0.033959237	NA	NA	NA
scaffold-ma5	76204124	76206169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.028751499	2.967109995	0.004734899	NA	NA	NA
scaffold-ma5	77528739	77546286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.583899854	2.435739142	0.038790378	NA	NA	NA
scaffold-mi6	1989812	2000190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.307756902	1.859095803	0.047332442	NA	NA	NA
scaffold-ma6	24280450	24296614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.594418339	0.746447898	0.004734899	NA	NA	NA
scaffold-ma6	61685101	61740420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.433853092	0.721103464	0.005051562	NA	NA	NA
scaffold-ma2	4757964	4758398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.918663261	3.967231537	0.004119413	NA	NA	NA
scaffold-ma2	45901201	45920587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.974238848	1.845252346	0.009847204	NA	NA	NA
scaffold-ma2	52070032	52086785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.743529436	1.61214059	0.027377839	NA	NA	NA
scaffold-ma2	123034756	123037672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.332034784	2.01564332	0.049126279	NA	NA	NA
scaffold-ma2	130044080	130044932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.568382288	2.744928579	0.036550652	NA	NA	NA
scaffold-ma2	129809178	129813674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.716389755	2.963059584	0.002927852	NA	NA	NA
scaffold-ma2	156855262	156857944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.718764736	0.953718366	6.87E-05	NA	NA	NA
scaffold-ma2	168481471	168630748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.142505532	0.872604622	0.000206467	NA	NA	NA
scaffold-ma2	176714100	176724547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.699220015	0.969564985	0.009202328	NA	NA	NA
scaffold-ma2	188719246	188768238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.678677256	2.954448068	0.026067944	NA	NA	NA
scaffold-ma2	203367917	203421949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.403831306	3.186038188	0.013930699	NA	NA	NA
scaffold-un870	3590	4186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.632534315	1.492524208	0.027097593	NA	NA	NA
scaffold-un10	2259371	2279566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.133474058	1.447006827	0.005232106	NA	NA	NA
scaffold-un188	29045	35656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.105397664	1.896050936	0.024700166	NA	NA	NA
scaffold-un381	1230	2406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.359893888	2.636034618	0.039330675	NA	NA	NA
scaffold-un332	6591	6992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.688615811	2.036454184	0.036550652	NA	NA	NA
scaffold-un56	11877	29168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.689990294	1.560815083	0.027377839	NA	NA	NA
scaffold-un144	20302	37987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.223257884	1.370780836	0.004585384	NA	NA	NA
scaffold-mi7	3998658	4001252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.54439352	6.210569513	0.005265397
scaffold-ma1	103928462	103948145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.853733262	1.596488906	0.031513392
scaffold-ma1	224077191	224080518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.439560402	3.377615401	0.023559059
scaffold-ma1	224063382	224093534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.315597108	3.21260121	0.038157547
scaffold-ma1	224095800	224113633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.937243989	2.983978031	0.028572341
scaffold-mi6	12422339	12455041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.59814246	1.459548505	0.01248741
scaffold-ma2	134299397	134325116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.057885029	0.71535204	0.006397857
